Power,p2,m_gas
231.4441,1.5,64577
229.5284,1.5,64633
230.1097,1.5,64656
229.9505,1.5,64562
229.6231,1.5,64528
230.0753,1.5,64570
229.9403,1.5,64682
229.4377,1.5,64659
230.1647,1.5,64745
229.4325,1.5,64675
229.9321,1.5,64650
230.3686,1.5,64548
229.7309,1.5,64616
229.6222,1.5,64491
229.4873,1.5,64700
229.8383,1.5,64664
229.9176,1.5,64554
230.317,1.5,64568
229.3237,1.5,64635
229.2456,1.5,64558
229.5992,1.5,64528
229.0747,1.5,64523
229.6448,1.5,64429
230.2099,1.5,64641
228.9104,1.5,64547
229.5823,1.5,64523
229.213,1.5,64594
229.2298,1.5,64619
230.5643,1.5,64524
229.3267,1.5,64701
229.898,1.5,64505
229.5278,1.5,64529
229.6795,1.5,64714
230.1516,1.5,64598
229.6802,1.5,64522
229.4638,1.5,64809
230.1392,1.5,64534
229.3474,1.5,64455
230.163,1.5,64774
230.5203,1.5,64682
229.0764,1.5,64534
229.3445,1.5,64628
228.6832,1.5,64471
228.8889,1.5,64492
229.4268,1.5,64557
229.2856,1.5,64340
229.5361,1.5,64542
229.1527,1.5,64532
229.4377,1.5,64411
229.3128,1.5,64602
230.3024,1.5,64795
229.7188,1.5,64457
229.4882,1.5,64596
229.223,1.5,64589
229.2142,1.5,64472
230.1452,1.5,64431
229.4734,1.5,64614
228.9975,1.5,64532
229.719,1.5,64613
229.3123,1.5,64632
229.6475,1.5,64555
229.8816,1.5,64643
229.2116,1.5,64593
229.501,1.5,64620
229.7022,1.5,64595
229.8168,1.5,64506
229.7745,1.5,64584
229.3835,1.5,64638
229.4508,1.5,64554
228.99400000000003,1.5,64540
229.3021,1.5,64626
229.5596,1.5,64613
229.6525,1.5,64523
229.1477,1.5,64613
229.7448,1.5,64539
228.7911,1.5,64572
229.7395,1.5,64726
229.504,1.5,64587
229.0334,1.5,64478
229.6392,1.5,64700
229.3269,1.5,64521
229.0118,1.5,64657
229.7955,1.5,64627
229.2173,1.5,64503
229.4154,1.5,64575
229.8925,1.5,64606
229.6317,1.5,64678
229.6851,1.5,64555
229.0349,1.5,64597
228.945,1.5,64575
229.7859,1.5,64654
228.9731,1.5,64585
228.9467,1.5,64481
229.691,1.5,64424
229.4995,1.5,64567
229.7159,1.5,64471
229.1781,1.5,64528
229.6183,1.5,64526
229.0666,1.5,64543
229.1277,1.5,64501
229.1439,1.5,64524
229.3311,1.5,64588
229.2368,1.5,64438
228.6902,1.5,64460
228.9853,1.5,64480
228.9636,1.5,64473
229.2126,1.5,64583
229.3752,1.5,64490
229.1129,1.5,64544
229.7136,1.5,64594
229.0076,1.5,64582
229.0995,1.5,64557
229.5283,1.5,64593
228.7414,1.5,64496
229.5972,1.5,64514
229.4718,1.5,64613
229.5269,1.5,64471
229.0616,1.5,64526
228.899,1.5,64515
228.5958,1.5,64495
228.8393,1.5,64531
229.2362,1.5,64564
229.5641,1.5,64492
229.2167,1.5,64512
229.2955,1.5,64503
229.2821,1.5,64469
229.3164,1.5,64582
229.0292,1.5,64442
228.7793,1.5,64491
230.2593,1.5,64555
229.0023,1.5,64485
229.2814,1.5,64548
229.3019,1.5,64617
228.6793,1.5,64461
228.5623,1.5,64481
229.7214,1.5,64627
229.3317,1.5,64466
229.2114,1.5,64517
229.7575,1.5,64668
229.1942,1.5,64417
229.302,1.5,64531
229.2767,1.5,64496
228.8939,1.5,64367
228.8631,1.5,64490
228.8079,1.5,64592
229.3518,1.5,64418
229.3016,1.5,64532
229.2335,1.5,64483
228.5704,1.5,64427
228.3723,1.5,64462
228.8774,1.5,64513
229.0341,1.5,64352
229.0831,1.5,64545
229.3631,1.5,64591
229.5376,1.5,64551
230.0329,1.5,64602
228.8682,1.5,64660
229.758,1.5,64429
229.1045,1.5,64547
228.6455,1.5,64601
229.2016,1.5,64447
229.3524,1.5,64573
229.5772,1.5,64524
228.8943,1.5,64638
229.0249,1.5,64513
228.9355,1.5,64561
228.9832,1.5,64588
229.8598,1.5,64605
230.0156,1.5,64622
229.0173,1.5,64573
229.3426,1.5,64575
228.8358,1.5,64536
228.8135,1.5,64654
228.8947,1.5,64537
229.3114,1.5,64491
229.0029,1.5,64503
228.706,1.5,64455
229.0786,1.5,64547
228.6031,1.5,64524
228.9245,1.5,64582
228.727,1.5,64578
229.0403,1.5,64579
228.8696,1.5,64535
228.8341,1.5,64563
228.7274,1.5,64526
229.0138,1.5,64507
228.8642,1.5,64506
228.6692,1.5,64436
229.6728,1.5,64631
229.0476,1.5,64512
229.0662,1.5,64536
229.8028,1.5,64980
229.0481,1.5,64685
228.5511,1.5,64563
229.4857,1.5,64758
228.3332,1.5,64455
228.9588,1.5,64494
229.3699,1.5,64788
228.7679,1.5,64406
228.8135,1.5,64527
228.5906,1.5,64488
228.8323,1.5,64439
229.1675,1.5,64544
229.2094,1.5,64702
229.1045,1.5,64573
229.1503,1.5,64583
228.6023,1.5,64600
229.4351,1.5,64646
229.1354,1.5,64575
228.9193,1.5,64566
229.3059,1.5,64545
229.6684,1.5,64593
229.223,1.5,64602
229.8781,1.5,64545
229.3373,1.5,64521
229.235,1.5,64776
229.385,1.5,64512
229.1682,1.5,64547
229.19,1.5,64618
229.8745,1.5,64475
229.6897,1.5,64588
229.41,1.5,64568
228.7041,1.5,64391
229.4713,1.5,64608
229.6361,1.5,64616
229.3918,1.5,64534
229.3965,1.5,64566
229.6716,1.5,64715
229.1176,1.5,64467
229.5524,1.5,64495
228.9241,1.5,64599
229.126,1.5,64457
229.1628,1.5,64762
229.1578,1.5,64679
228.9539,1.5,64608
229.6129,1.5,64589
229.4827,1.5,64631
229.2251,1.5,64557
229.6797,1.5,64583
229.2687,1.5,64590
228.5662,1.5,64557
229.3225,1.5,64790
229.0097,1.5,64621
229.3045,1.5,64480
229.4818,1.5,64672
229.7536,1.5,64675
229.2984,1.5,64602
229.0944,1.5,64531
229.5674,1.5,64668
229.342,1.5,64626
229.2766,1.5,64633
229.618,1.5,64575
229.8387,1.5,64570
229.0641,1.5,64546
229.1049,1.5,64628
229.3516,1.5,64546
229.2873,1.5,64549
229.1594,1.5,64588
229.4069,1.5,64570
230.0482,1.5,64756
229.5628,1.5,64635
229.1047,1.5,64624
229.7036,1.5,64772
229.4676,1.5,64684
229.304,1.5,64592
229.3662,1.5,64643
229.3388,1.5,64667
229.6286,1.5,64643
229.7949,1.5,64629
229.0577,1.5,64680
228.7233,1.5,64569
228.7939,1.5,64635
229.3318,1.5,64601
229.2685,1.5,64591
230.7995,1.5,64689
229.1957,1.5,64424
229.3002,1.5,64619
229.2846,1.5,64717
229.1267,1.5,64443
228.8509,1.5,64593
229.0413,1.5,64582
229.7341,1.5,64433
229.0386,1.5,64594
229.8928,1.5,64583
228.8702,1.5,64548
229.1272,1.5,64518
228.8193,1.5,64690
229.302,1.5,64679
229.2232,1.5,64614
229.6095,1.5,64744
229.5619,1.5,64653
229.0622,1.5,64605
229.2675,1.5,64654
229.6648,1.5,64593
228.8494,1.5,64711
229.3298,1.5,64645
228.9881,1.5,64497
229.1285,1.5,64697
228.5731,1.5,64436
228.6173,1.5,64477
228.6371,1.5,64430
228.8571,1.5,64581
229.2627,1.5,64635
229.6987,1.5,64864
231.3124,1.51,64953
230.7035,1.5,64926
231.1244,1.51,65002
230.0781,1.51,64956
229.4802,1.5,64601
228.7742,1.5,64623
229.1359,1.5,64562
228.7144,1.5,64537
229.2712,1.5,64776
229.5791,1.5,64432
229.0563,1.5,64656
228.796,1.5,64680
229.546,1.5,64433
229.2848,1.5,64650
229.7027,1.5,64613
228.7015,1.5,64456
230.0929,1.5,64614
229.504,1.5,64673
229.1062,1.5,64516
229.6708,1.5,64557
229.3445,1.5,64819
229.8606,1.5,64579
229.3687,1.5,64636
229.5002,1.5,64674
229.7622,1.5,64495
229.739,1.5,64558
228.9809,1.5,64668
229.5222,1.5,64549
230.7431,1.5,64784
229.8582,1.5,64767
229.3523,1.5,64617
229.2146,1.5,64594
229.1008,1.5,64565
229.1007,1.5,64623
229.3014,1.5,64559
229.4026,1.5,64681
229.3928,1.5,64583
229.5886,1.5,64705
229.1666,1.5,64567
229.48,1.5,64536
229.307,1.5,64666
229.7076,1.5,64643
229.4521,1.5,64627
229.5737,1.5,64561
229.3652,1.5,64667
229.1531,1.5,64540
229.3047,1.5,64538
229.183,1.5,64595
228.799,1.5,64553
229.0408,1.5,64567
228.9864,1.5,64642
229.6059,1.5,64529
229.8734,1.5,64666
229.5594,1.5,64621
229.2443,1.5,64557
229.5957,1.5,64573
229.5014,1.5,64564
229.0871,1.5,64604
229.0029,1.5,64607
229.352,1.5,64710
229.8404,1.5,64609
229.0374,1.5,64746
229.6582,1.5,64547
228.9177,1.5,64574
229.9087,1.5,64628
228.742,1.5,64528
230.0373,1.5,64669
229.8009,1.5,64633
229.9699,1.5,64599
229.0619,1.5,64619
229.6149,1.5,64601
229.8726,1.5,64821
229.8779,1.5,64558
229.4753,1.5,64630
229.307,1.5,64430
229.6373,1.5,64633
229.3572,1.5,64616
230.2338,1.5,64634
230.0184,1.5,64574
229.9152,1.5,64608
229.4182,1.5,64531
230.2471,1.5,64573
229.2923,1.5,64598
229.5187,1.5,64631
229.7151,1.5,64696
230.0615,1.5,64653
229.7559,1.5,64626
229.5295,1.5,64713
229.947,1.5,64655
229.1613,1.5,64591
229.4394,1.5,64719
229.9159,1.5,64712
229.8493,1.5,64660
229.5905,1.5,64908
230.2352,1.5,64558
229.8314,1.5,64649
229.0116,1.5,64629
230.294,1.5,64750
229.0138,1.5,64470
228.9156,1.5,64616
229.1583,1.5,64555
229.1402,1.5,64502
228.353,1.5,64497
229.1591,1.5,64477
229.0778,1.5,64496
228.7778,1.5,64421
228.8423,1.5,64609
229.0366,1.5,64483
228.8754,1.5,64594
229.0879,1.5,64609
228.5914,1.5,64438
230.0148,1.5,64514
228.5401,1.5,64599
229.3497,1.5,64502
229.4584,1.5,64611
229.3208,1.5,64659
228.9222,1.5,64513
228.7913,1.5,64535
229.2124,1.5,64541
229.0134,1.5,64476
228.7397,1.5,64450
229.4021,1.5,64598
228.928,1.5,64538
229.3116,1.5,64454
228.8474,1.5,64596
229.4929,1.5,64556
229.1528,1.5,64477
228.8187,1.5,64434
228.8918,1.5,64570
229.1307,1.5,64499
228.9672,1.5,64494
229.4417,1.5,64526
229.0853,1.5,64458
228.9315,1.5,64533
229.3035,1.5,64569
228.8757,1.5,64659
229.6385,1.5,64434
229.521,1.5,64550
229.0977,1.5,64525
228.6882,1.5,64488
228.9354,1.5,64494
229.6712,1.5,64619
229.2015,1.5,64592
228.9694,1.5,64549
228.5921,1.5,64473
229.3836,1.5,64450
230.3208,1.5,64739
229.0321,1.5,64513
229.6451,1.5,64458
229.0084,1.5,64533
229.276,1.5,64480
229.2202,1.5,64452
229.2159,1.5,64629
228.9195,1.5,64432
229.3486,1.5,64399
229.401,1.5,64581
229.2762,1.5,64677
229.1498,1.5,64637
229.2785,1.5,64543
229.0558,1.5,64577
229.4522,1.5,64613
229.0822,1.5,64603
229.0405,1.5,64709
229.0984,1.5,64563
229.6182,1.5,64591
229.0715,1.5,64544
229.1718,1.5,64542
230.0831,1.5,64555
229.4908,1.5,64535
229.1352,1.5,64672
229.4395,1.5,64443
229.3548,1.5,64620
230.1523,1.5,64732
229.5743,1.5,64618
229.3739,1.5,64588
229.2635,1.5,64803
229.1969,1.5,64627
229.3009,1.5,64500
229.0833,1.5,64745
228.3846,1.5,64456
228.7886,1.5,64445
228.6,1.5,64680
228.8066,1.5,64598
229.2842,1.5,64434
228.6342,1.5,64565
228.8358,1.5,64622
229.6923,1.5,64424
229.0623,1.5,64534
229.3018,1.5,64508
230.2724,1.5,64662
230.223,1.5,64603
230.0555,1.51,64843
228.9794,1.5,64327
228.9351,1.5,64473
229.2303,1.5,64573
228.9,1.5,64317
229.2197,1.5,64453
229.0628,1.5,64662
229.3608,1.5,64306
229.0585,1.5,64518
229.6888,1.5,64512
228.9285,1.5,64456
229.1122,1.5,64387
228.9135,1.5,64511
228.9744,1.5,64432
228.8528,1.5,64459
229.4895,1.5,64532
229.3701,1.5,64246
228.9342,1.5,64412
228.7095,1.5,64569
228.5073,1.5,64339
229.6284,1.5,64677
228.9304,1.5,64484
228.8767,1.5,64475
228.8168,1.5,64442
229.0678,1.5,64474
228.9236,1.5,64562
229.3605,1.5,64633
229.2817,1.5,64527
228.6885,1.5,64503
229.0963,1.5,64505
228.3393,1.5,64493
228.5043,1.5,64505
229.2678,1.5,64452
229.0412,1.5,64371
228.4689,1.5,64550
228.853,1.5,64371
229.6825,1.5,64621
228.9767,1.5,64558
228.7523,1.5,64517
229.4253,1.5,64488
228.7884,1.5,64536
228.9256,1.5,64415
229.2124,1.5,64407
229.3278,1.5,64423
228.3766,1.5,64521
229.6796,1.5,64514
228.2423,1.5,64442
229.3642,1.5,64680
229.4787,1.5,64480
228.5913,1.5,64401
229.3554,1.5,64485
229.8448,1.5,64351
228.2894,1.5,64416
228.7309,1.5,64554
229.5797,1.5,64378
228.9875,1.5,64441
229.3111,1.5,64522
228.1222,1.5,64288
228.9091,1.5,64443
228.5946,1.5,64435
229.1622,1.5,64334
229.5884,1.5,64710
228.6591,1.5,64574
227.9732,1.5,64307
228.509,1.5,64484
228.6879,1.5,64553
228.4293,1.5,64413
228.8705,1.5,64412
228.6452,1.5,64573
229.6972,1.5,64623
228.737,1.5,64449
229.0734,1.5,64594
228.981,1.5,64434
228.9015,1.5,64580
229.9301,1.5,64698
228.7311,1.5,64759
228.8135,1.5,64469
228.3886,1.5,64422
228.7405,1.5,64427
228.7669,1.5,64403
228.8266,1.5,64403
228.7127,1.5,64484
228.1783,1.5,64306
228.9308,1.5,64445
228.5437,1.5,64581
228.2484,1.5,64336
228.6546,1.5,64450
229.5993,1.5,64673
228.4254,1.5,64460
228.581,1.5,64310
228.6912,1.5,64491
228.7973,1.5,64443
228.4294,1.5,64358
228.9045,1.5,64500
228.2425,1.5,64456
228.6462,1.5,64473
228.2006,1.5,64448
229.1383,1.5,64668
228.9501,1.5,64444
228.7318,1.5,64455
229.2243,1.5,64532
228.5483,1.5,64266
228.736,1.5,64451
229.0125,1.5,64506
228.1337,1.5,64379
228.4614,1.5,64438
229.4688,1.5,64486
229.2372,1.5,64368
229.1899,1.5,64410
229.4914,1.5,64618
228.7038,1.5,64402
228.4936,1.5,64434
228.5805,1.5,64584
228.4534,1.5,64315
228.6131,1.5,64352
229.4283,1.5,64492
228.5555,1.5,64396
228.3556,1.5,64503
228.9644,1.5,64682
228.1874,1.5,64426
228.6479,1.5,64354
228.9923,1.5,64526
229.3155,1.5,64485
229.2451,1.5,64317
229.9126,1.5,64573
229.2381,1.5,64441
229.3978,1.5,64458
228.9722,1.5,64504
229.3781,1.5,64416
228.941,1.5,64416
228.5885,1.5,64489
228.4609,1.5,64483
228.2317,1.5,64455
228.7571,1.5,64497
228.5544,1.5,64397
229.064,1.5,64452
228.2599,1.5,64466
228.8167,1.5,64475
228.2699,1.5,64451
229.1422,1.5,64552
228.4866,1.5,64562
228.5526,1.5,64357
228.9855,1.5,64479
229.1241,1.5,64557
228.9907,1.49,64228
228.5283,1.5,64484
228.6485,1.5,64524
229.5242,1.5,64572
229.8519,1.5,64589
229.8282,1.5,64608
230.502,1.5,64537
229.399,1.5,64601
230.1096,1.5,64712
229.6927,1.5,64584
229.8585,1.5,64601
229.7674,1.5,64591
229.6989,1.5,64575
229.7827,1.5,64587
230.149,1.5,64543
229.49,1.5,64571
229.7811,1.5,64540
229.7765,1.5,64508
229.5973,1.5,64586
229.9506,1.5,64426
229.4337,1.5,64553
229.8644,1.5,64698
230.0362,1.5,64628
229.7286,1.5,64546
229.5623,1.5,64681
229.3976,1.5,64577
229.6927,1.5,64569
229.5568,1.5,64572
229.5467,1.5,64568
230.0016,1.5,64514
229.551,1.5,64733
229.5528,1.5,64545
229.8883,1.5,64485
229.8941,1.5,64772
229.451,1.5,64532
229.2993,1.5,64498
229.9417,1.5,64792
230.1151,1.5,64544
230.2403,1.5,64539
229.8874,1.5,64488
230.2199,1.5,64559
229.9841,1.5,64543
230.6348,1.5,64595
229.4738,1.5,64539
229.662,1.5,64568
229.5248,1.5,64446
230.2485,1.5,64513
229.4999,1.5,64330
229.147,1.5,64496
229.2818,1.5,64574
229.5249,1.5,64407
229.6188,1.5,64482
229.5632,1.5,64491
230.0773,1.5,64499
229.542,1.5,64434
230.1725,1.5,64527
229.5731,1.5,64365
229.4934,1.5,64446
230.5038,1.5,64704
229.7561,1.5,64387
229.64,1.5,64478
229.609,1.5,64635
229.8238,1.5,64410
230.2286,1.5,64456
230.2896,1.5,64648
229.7265,1.5,64390
229.5985,1.5,64505
229.7854,1.5,64456
229.7766,1.5,64418
229.5508,1.5,64489
229.7343,1.5,64539
229.6605,1.5,64427
229.6368,1.5,64532
229.652,1.5,64465
230.3739,1.5,64571
230.0876,1.5,64429
230.1527,1.5,64640
230.1784,1.5,64510
229.6806,1.5,64500
229.6613,1.5,64535
230.1969,1.5,64476
229.9306,1.5,64472
230.3032,1.5,64600
230.4833,1.5,64502
230.2271,1.5,64520
229.7636,1.5,64544
230.09,1.5,64476
230.1295,1.5,64582
230.7116,1.5,64655
229.9354,1.5,64661
230.7784,1.5,64641
230.3284,1.5,64536
229.7985,1.5,64434
229.7745,1.5,64751
229.4516,1.5,64531
229.5771,1.5,64461
229.8021,1.5,64629
230.0289,1.5,64412
229.6465,1.5,64572
230.3526,1.5,64562
231.2,1.51,65379
232.0,1.51,65413
231.9,1.51,65317
231.7,1.51,65407
231.5,1.51,65386
230.9,1.51,65464
232.1,1.51,65372
232.1,1.51,65403
231.5,1.51,65362
231.4,1.51,65451
231.7,1.51,65367
231.3,1.51,65403
231.7,1.51,65421
231.6,1.51,65424
232.1,1.51,65451
231.7,1.52,65474
231.4,1.52,65470
231.7,1.52,65305
231.7,1.52,65428
232.6,1.52,65352
231.7,1.52,65582
231.9,1.52,65412
232.4,1.52,65445
231.7,1.52,65453
231.5,1.52,65323
231.6,1.52,65494
232.0,1.51,65450
231.5,1.52,65459
231.8,1.52,65457
232.6,1.52,65412
231.4,1.51,65436
232.0,1.52,65518
231.6,1.51,65426
231.1,1.52,65520
231.7,1.51,65347
232.4,1.51,65383
231.9,1.51,65443
231.7,1.51,65533
231.4,1.51,65448
231.9,1.51,65452
231.4,1.51,65520
231.2,1.51,65380
231.4,1.51,65450
231.9,1.52,65489
232.1,1.52,65525
231.7,1.51,65432
232.1,1.51,65376
231.4,1.51,65510
231.9,1.51,65409
231.5,1.51,65548
232.2,1.51,65540
231.5,1.51,65599
231.3,1.52,65438
230.9,1.52,65389
231.1,1.51,65417
231.8,1.52,65375
231.6,1.52,65481
231.4,1.52,65451
231.8,1.51,65413
231.7,1.51,65466
231.6,1.52,65291
231.3,1.51,65500
231.3,1.52,65409
230.9,1.52,65441
231.9,1.52,65364
231.7,1.52,65466
231.2,1.51,65450
231.8,1.51,65357
231.8,1.51,65437
232.6,1.52,65520
231.4,1.52,65640
232.0,1.52,65415
231.6,1.52,65427
231.5,1.51,65412
231.2,1.52,65428
231.2,1.52,65441
231.4,1.52,65364
231.2,1.51,65321
231.7,1.52,65392
231.4,1.51,65293
231.6,1.51,65456
231.2,1.51,65432
231.6,1.51,65426
230.7,1.52,65411
231.0,1.51,65339
231.6,1.52,65438
231.7,1.51,65458
231.7,1.51,65486
231.6,1.51,65422
231.5,1.52,65452
231.2,1.52,65478
231.2,1.51,65368
231.5,1.51,65451
231.4,1.52,65414
231.2,1.51,65521
231.8,1.52,65440
230.9,1.51,65458
231.5,1.51,65445
231.8,1.52,65409
231.2,1.52,65587
225.7,1.5,63840
225.8,1.5,63722
225.7,1.5,63848
225.4,1.5,63668
225.2,1.5,63632
225.9,1.5,63906
226.7,1.5,63851
225.3,1.5,63681
224.7,1.5,63672
224.4,1.5,63632
225.7,1.5,63728
224.4,1.5,63494
225.3,1.5,63678
225.2,1.5,63822
225.8,1.5,63788
224.9,1.5,63750
224.9,1.5,63847
224.8,1.5,63679
224.8,1.5,63761
224.9,1.5,63760
224.7,1.5,63675
225.2,1.5,63823
225.3,1.5,63610
225.2,1.5,63670
225.5,1.5,63749
224.9,1.5,63697
225.1,1.5,63713
225.2,1.5,63734
225.1,1.5,63740
224.5,1.5,63772
225.4,1.5,63655
224.8,1.5,63691
225.6,1.5,63842
224.7,1.5,63544
225.5,1.5,63664
225.1,1.5,63706
225.6,1.5,63636
224.6,1.5,63704
225.5,1.5,63759
225.1,1.5,63685
224.3,1.5,63743
225.3,1.5,63818
225.2,1.5,63695
224.9,1.5,63954
224.7,1.5,63583
224.9,1.5,63764
225.0,1.5,63725
225.3,1.5,63703
224.5,1.5,63728
225.3,1.5,63703
225.3,1.5,63685
225.1,1.5,63680
225.5,1.5,63760
225.1,1.5,63718
225.4,1.5,63789
224.7,1.5,63772
225.2,1.5,63721
224.6,1.5,63942
224.9,1.5,63735
225.0,1.5,63704
